title,id,price,sale price,condition,availability,language,image link,additional image link,brand,color,cost of goods sold,custom label 0,custom label 1,custom label 2,custom label 3,custom label 4,description,google product category,gtin,link,material,mpn,product height,product highlight,product length,product type,product weight,product width,promotion id,shipping(country:price:region:service),shipping height,shipping label,shipping length,shipping weight,shipping width,unit pricing base measure,unit pricing measure,update type
"4' Outdoor Bench with Back, Vertical Steel Slat, Black Global Industrial",694853BKKD,619.00 USD,499.95 USD,new,in stock,en,https://images.globalindustrial.com/images/275x275/694853BKKD.jpg,"https://images.globalindustrial.com/images/500x500/694853BKKD_GIITW.jpg,https://images.globalindustrial.com/images/500x500/694853BKKD.jpg,https://images.globalindustrial.com/images/500x500/694853BKKD_01.jpg,https://images.globalindustrial.com/images/500x500/694853BKKD_02.jpg,https://images.globalindustrial.com/images/500x500/694853BKKD_03.jpg,https://images.globalindustrial.com/images/500x500/694853BKKD_04.jpg,https://images.globalindustrial.com/images/500x500/694853BKKD_05.jpg",Global Industrial,Black,,in stock,Boost,262,Fixed Freight,[Exclusive Brands],"&checkmark; 600-pound weight capacity  &checkmark; Corrosion-resistant black powder coat finish  &checkmark; Slatted design is vandalism-resistant & allows water to drain    The black Global Industrial 4' Outdoor Bench with Back is a heavy-duty commercial bench that is ideal for schools, camps, parks, break areas, and any outdoor environment requiring seating. Its slatted design helps to prevent snow accumulation, limits moisture buildup & standing water, and deters vandalism & graffiti. Finished in a scratch- & corrosion-resistant black powder coat, the bench is made of sturdy 5/16"" thick steel to withstand harsh year-round outdoor environments. 1-Year Limited Warranty.    Pre-drilled mounting holes to permanently install on any surface Includes all assembly hardware 17-1/2 seat height from ground 17 seat depth",Furniture > Outdoor Furniture > Outdoor Seating > Outdoor Benches,707022495646,https://www.globalindustrial.com/p/global-industrial-kd-4-outdoor-park-bench-with-back-vertical-steel-slat-black,Steel Slat,694853BKKD,31 in,"Corrosion-resistant black powder coat finish,600-pound weight capacity,Slatted design is vandalism-resistant & allows water to drain",48 in,Outdoor Furniture > Outdoor Seating > Benches > Metal Benches > Furniture & Decor,,26 in,,"US:92.35 USD:AL:Ground,US:92.35 USD:AR:Ground,US:92.35 USD:AZ:Ground,US:92.35 USD:CA:Ground,US:92.35 USD:CO:Ground,US:92.35 USD:CT:Ground,US:92.35 USD:DC:Ground,US:92.35 USD:DE:Ground,US:92.35 USD:FL:Ground,US:92.35 USD:GA:Ground,US:193.19 USD:HI:Ground,US:92.35 USD:IA:Ground,US:92.35 USD:ID:Ground,US:115.45 USD:IL:Ground,US:146.95 USD:IN:Ground,US:92.35 USD:KS:Ground,US:92.35 USD:KY:Ground,US:92.35 USD:LA:Ground,US:92.35 USD:MA:Ground,US:92.35 USD:MD:Ground,US:92.35 USD:ME:Ground,US:92.35 USD:MI:Ground,US:92.35 USD:MN:Ground,US:92.35 USD:MO:Ground,US:92.35 USD:MS:Ground,US:92.35 USD:MT:Ground,US:92.35 USD:NC:Ground,US:92.35 USD:ND:Ground,US:92.35 USD:NE:Ground,US:92.35 USD:NH:Ground,US:92.35 USD:NJ:Ground,US:92.35 USD:NM:Ground,US:92.35 USD:NV:Ground,US:92.35 USD:NY:Ground,US:92.35 USD:OH:Ground,US:92.35 USD:OK:Ground,US:92.35 USD:OR:Ground,US:92.35 USD:PA:Ground,US:92.35 USD:RI:Ground,US:92.35 USD:SC:Ground,US:92.35 USD:SD:Ground,US:92.35 USD:TN:Ground,US:92.35 USD:TX:Ground,US:92.35 USD:UT:Ground,US:92.35 USD:VA:Ground,US:92.35 USD:VT:Ground,US:92.35 USD:WA:Ground,US:92.35 USD:WI:Ground,US:92.35 USD:WV:Ground,US:92.35 USD:WY:Ground",11 in,UPS,52 in,175 lb,27 in,,,
"Continental Dynamics Direct Drive 12"" Exhaust Fan w/ Shutter, 1 Speed, 2150CFM, 1/12HP, 1Phase",294495,209.95 USD,,new,in stock,en,https://images.globalindustrial.com/images/275x275/246507_02.jpg,"https://images.globalindustrial.com/images/500x500/246CP46.jpg,https://images.globalindustrial.com/images/500x500/246507_17.jpg,https://images.globalindustrial.com/images/500x500/246507_18.jpg,https://images.globalindustrial.com/images/500x500/246507_19.jpg,https://images.globalindustrial.com/images/500x500/246507_20.jpg,https://images.globalindustrial.com/images/500x500/246507_21.jpg,https://images.globalindustrial.com/images/500x500/246507_03.jpg,https://images.globalindustrial.com/images/500x500/246507.jpg,https://images.globalindustrial.com/images/500x500/246507_01.jpg,https://images.globalindustrial.com/images/500x500/246507_02.jpg",Global Industrial,Gray,,in stock,Boost,1000+,[HVAC & Fans] {3},[Exclusive Brands],"&checkmark; 12"" fan with adjustable shutters  &checkmark; Efficiently moves 2150 CFM of air  &checkmark; Integral junction box for direct wiring    Quickly & efficiently vent heat, humidity, fumes, dust, & smoke with the single-speed Continental Dynamics Direct Drive 12"" Exhaust Fan. It features a 120V, single-phase, permanently-lubricated motor with three aluminum fan blades that move 2150 CFM of air at 64dB, making it ideal for commercial kitchens & industrial settings. Adjustable shutters help prevent back drafts when the fan is not in use, regulate airflow, and provide protection from rain & snow. The fan is installed on inside wall without the need for external framing. OSHA & UL507-compliant, UL & cUL listed. Limited 1-Year Warranty.    1/12 HP, 120V AC, single-phase motor produces 1500 RPM Three aluminum fan blades with sturdy spiral steel wire guard  Simple beaded chain pull switch Integral junction box to hardwire an electrical connection Installation hardware included",Business & Industrial,707022010672,https://www.globalindustrial.com/p/12-exhaust-fan-shutter-mounted,Aluminum,294495,15.5 in,"12"" fan with adjustable shutters,Efficiently moves 2150 CFM of air,Integral junction box for direct wiring,""Certifications-UL, cUL listed, OSHA, UL507""",,Fans & Blowers > Exhaust & Ventilation Fans > Shutter & Guard Mount Fans > HVAC & Fans,16 lb,15.5 in,,"US:27.29 USD:AL:Ground,US:27.29 USD:AR:Ground,US:27.29 USD:AZ:Ground,US:27.29 USD:CA:Ground,US:27.29 USD:CO:Ground,US:29.39 USD:CT:Ground,US:29.39 USD:DC:Ground,US:29.39 USD:DE:Ground,US:29.39 USD:FL:Ground,US:27.29 USD:GA:Ground,US:107.09 USD:HI:Ground,US:27.29 USD:IA:Ground,US:27.29 USD:ID:Ground,US:20.95 USD:IL:Ground,US:20.95 USD:IN:Ground,US:27.29 USD:KS:Ground,US:27.29 USD:KY:Ground,US:27.29 USD:LA:Ground,US:29.39 USD:MA:Ground,US:29.39 USD:MD:Ground,US:29.39 USD:ME:Ground,US:27.29 USD:MI:Ground,US:27.29 USD:MN:Ground,US:27.29 USD:MO:Ground,US:27.29 USD:MS:Ground,US:29.39 USD:MT:Ground,US:27.29 USD:NC:Ground,US:27.29 USD:ND:Ground,US:27.29 USD:NE:Ground,US:29.39 USD:NH:Ground,US:29.39 USD:NJ:Ground,US:27.29 USD:NM:Ground,US:27.29 USD:NV:Ground,US:29.39 USD:NY:Ground,US:27.29 USD:OH:Ground,US:27.29 USD:OK:Ground,US:29.39 USD:OR:Ground,US:29.39 USD:PA:Ground,US:29.39 USD:RI:Ground,US:27.29 USD:SC:Ground,US:27.29 USD:SD:Ground,US:27.29 USD:TN:Ground,US:27.29 USD:TX:Ground,US:27.29 USD:UT:Ground,US:27.29 USD:VA:Ground,US:31.49 USD:VT:Ground,US:29.39 USD:WA:Ground,US:27.29 USD:WI:Ground,US:30.44 USD:WV:Ground,US:31.49 USD:WY:Ground",14 in,UPS,15 in,14.55 lb,15 in,,,
"Outdoor Diamond Steel Trash Can With Rain Bonnet Lid, 36 Gallon, Blue Global Industrial",261926BL,615.00 USD,,new,in stock,en,https://images.globalindustrial.com/images/275x275/261926BL.jpg,"https://images.globalindustrial.com/images/500x500/261926BL.jpg,https://images.globalindustrial.com/images/500x500/261926BL_01.jpg,https://images.globalindustrial.com/images/500x500/261926BL_02.jpg,https://images.globalindustrial.com/images/500x500/261926BL_03.jpg,https://images.globalindustrial.com/images/500x500/261926BL_05.jpg,https://images.globalindustrial.com/images/500x500/261926BL_06.jpg,https://images.globalindustrial.com/images/500x500/261926BL_07.jpg,https://images.globalindustrial.com/images/500x500/261926BL_08.jpg,https://images.globalindustrial.com/images/500x500/261926BL_09.jpg",Global Industrial,Blue,,in stock,Boost,1000+,[Janitorial] {3},[Exclusive Brands],"&checkmark; Expanded metal design reduces weight & deters vandalism  &checkmark; Resilient powder coat & thermoplastic finishes  &checkmark; Rain bonnet lid keeps rain & snow out     The round 36-gallon Global Industrial Outdoor Diamond-Steel Trash Can with Rain Bonnet gives you high capacity for rubbish with design and construction details that provide resistance to the elements, graffiti, and vandalism. The lid & base are made of steel and treated with a corrosion-resistant blue powder coat finish and the expanded metal steel sides have a glossy blue fade- & corrosion-resistant thermoplastic coating that will hold up against harsh summer and winter weather. The trash can features is a raised rain bonnet lid that keeps rain & snow out while allowing easy access to throw out trash. The lid is secured to the frame with a cable to prevent loss or theft. A removeable interior plastic liner that holds the trash or provides a way to install and hold a trash bag is also included.    Measures 23-1/2"" diameter x 40.5"" tall Thermoplastic coating stays cool to the touch in direct sunlight Expanded metal reduces weight without sacrificing strength or durability Includes anchor kit, security cable, and liner Some assembly required",Business & Industrial,707022034456,https://www.globalindustrial.com/p/global-8482-thermoplastic-32-gallon-mesh-receptacle-w-rain-bonnet-lid-blue,Steel,261926BL,40.5 in,"Expanded metal design reduces weight & deters vandalism,Rain bonnet lid keeps rain & snow out,Resilient powder coat & thermoplastic finishes",,Trash & Recycling > Trash Cans & Containers > Outdoor Trash Cans > Metal Outdoor Trash Cans > Janitorial & Facility Maintenance,,23.5 in,,"US:101.80 USD:AL:Ground,US:101.80 USD:AR:Ground,US:101.80 USD:AZ:Ground,US:101.80 USD:CA:Ground,US:101.80 USD:CO:Ground,US:101.80 USD:CT:Ground,US:101.80 USD:DC:Ground,US:101.80 USD:DE:Ground,US:101.80 USD:FL:Ground,US:101.80 USD:GA:Ground,US:391.64 USD:HI:Ground,US:101.80 USD:IA:Ground,US:101.80 USD:ID:Ground,US:115.45 USD:IL:Ground,US:115.45 USD:IN:Ground,US:101.80 USD:KS:Ground,US:101.80 USD:KY:Ground,US:101.80 USD:LA:Ground,US:101.80 USD:MA:Ground,US:101.80 USD:MD:Ground,US:101.80 USD:ME:Ground,US:101.80 USD:MI:Ground,US:101.80 USD:MN:Ground,US:101.80 USD:MO:Ground,US:101.80 USD:MS:Ground,US:101.80 USD:MT:Ground,US:101.80 USD:NC:Ground,US:101.80 USD:ND:Ground,US:101.80 USD:NE:Ground,US:101.80 USD:NH:Ground,US:101.80 USD:NJ:Ground,US:101.80 USD:NM:Ground,US:101.80 USD:NV:Ground,US:101.80 USD:NY:Ground,US:101.80 USD:OH:Ground,US:101.80 USD:OK:Ground,US:101.80 USD:OR:Ground,US:101.80 USD:PA:Ground,US:101.80 USD:RI:Ground,US:101.80 USD:SC:Ground,US:101.80 USD:SD:Ground,US:101.80 USD:TN:Ground,US:101.80 USD:TX:Ground,US:101.80 USD:UT:Ground,US:101.80 USD:VA:Ground,US:101.80 USD:VT:Ground,US:101.80 USD:WA:Ground,US:101.80 USD:WI:Ground,US:101.80 USD:WV:Ground,US:101.80 USD:WY:Ground",12.2 in,UPS,30 in,61.3 lb,23.5 in,,,
"Interion Freestanding Office Partition Panel, 60-1/4""W x 72""H, Blue",238640FBL,299.95 USD,,new,in stock,en,https://images.globalindustrial.com/images/275x275/238640FBL.jpg,"https://images.globalindustrial.com/images/500x500/238635BL_04.jpg,https://images.globalindustrial.com/images/500x500/238635BL_10.jpg,https://images.globalindustrial.com/images/500x500/238643_03.jpg,https://images.globalindustrial.com/images/500x500/238643_04.jpg,https://images.globalindustrial.com/images/500x500/238640FBL.jpg,https://images.globalindustrial.com/images/500x500/238640FBL_01.jpg",Interion By Global Industrial,Blue,,in stock,Boost,1000+,[Furniture & Decor] {1},[Exclusive Brands],"&checkmark; 1-3/4"" thick, full-fabric upholstered panel   &checkmark; Meets California 117 flammability standard  &checkmark; Steel T-legs ensure reliable freestanding stability    This convenient and reliable 72"" tall, bue Interion Freestanding Office Partition Panel provides versatile privacy for reception spaces, call centers and more. Panels are made of a 1-3/4"" thick blue fabric upholstered panel with an MDF frame and honeycomb core covered with a heavy tackable liner for structural strength. Its trim is finished with a self-extinguishing extruded polymer for rigidity and fire safety. Panels are flame-retardant to meet the California 117 flammability standard. The partition has steel T-legs that ensure reliable freestanding stability and to make them easy to adjust and rearrange. Limited 1-Year Warranty.",Business & Industrial,707022031813,https://www.globalindustrial.com/p/freestanding-office-partitions-blue-60-14w-x-72h-238640FBL,Steel,238640FBL,72 in,"Meets California 117 flammability standard,Steel T-legs ensure reliable freestanding stability,""1-3/4"""" thick, full-fabric upholstered panel""",,Partitions & Dividers > Cubicle Partition Panels > Furniture & Decor,,60.25 in,,"US:150.10 USD:AL:Ground,US:150.10 USD:AR:Ground,US:150.10 USD:AZ:Ground,US:150.10 USD:CA:Ground,US:150.10 USD:CO:Ground,US:150.10 USD:CT:Ground,US:150.10 USD:DC:Ground,US:150.10 USD:DE:Ground,US:150.10 USD:FL:Ground,US:150.10 USD:GA:Ground,US:190.04 USD:HI:Ground,US:150.10 USD:IA:Ground,US:150.10 USD:ID:Ground,US:115.45 USD:IL:Ground,US:157.45 USD:IN:Ground,US:150.10 USD:KS:Ground,US:150.10 USD:KY:Ground,US:150.10 USD:LA:Ground,US:150.10 USD:MA:Ground,US:150.10 USD:MD:Ground,US:150.10 USD:ME:Ground,US:150.10 USD:MI:Ground,US:150.10 USD:MN:Ground,US:150.10 USD:MO:Ground,US:150.10 USD:MS:Ground,US:150.10 USD:MT:Ground,US:150.10 USD:NC:Ground,US:150.10 USD:ND:Ground,US:150.10 USD:NE:Ground,US:150.10 USD:NH:Ground,US:150.10 USD:NJ:Ground,US:150.10 USD:NM:Ground,US:150.10 USD:NV:Ground,US:150.10 USD:NY:Ground,US:150.10 USD:OH:Ground,US:150.10 USD:OK:Ground,US:150.10 USD:OR:Ground,US:150.10 USD:PA:Ground,US:150.10 USD:RI:Ground,US:150.10 USD:SC:Ground,US:150.10 USD:SD:Ground,US:150.10 USD:TN:Ground,US:150.10 USD:TX:Ground,US:150.10 USD:UT:Ground,US:150.10 USD:VA:Ground,US:150.10 USD:VT:Ground,US:150.10 USD:WA:Ground,US:148.04 USD:WI:Ground,US:150.10 USD:WV:Ground,US:150.10 USD:WY:Ground",8 in,LTL,75 in,51.95 lb,63 in,,,
"Mobile LCD Computer Cabinet, Blue, Assembled Global Industrial",239115BLA,555.00 USD,,new,in stock,en,https://images.globalindustrial.com/images/275x275/239115BL.jpg,"https://images.globalindustrial.com/images/500x500/239115BL_07.jpg,https://images.globalindustrial.com/images/500x500/239115BL_08.jpg,https://images.globalindustrial.com/images/500x500/239115BL_09.jpg,https://images.globalindustrial.com/images/500x500/239115BL_10.jpg,https://images.globalindustrial.com/images/500x500/239115BL_11.jpg,https://images.globalindustrial.com/images/500x500/239115BL_12.jpg,https://images.globalindustrial.com/images/500x500/239115BL_13.jpg,https://images.globalindustrial.com/images/500x500/239115BL_14.jpg,https://images.globalindustrial.com/images/500x500/239115BL_15.jpg,https://images.globalindustrial.com/images/500x500/239115BL_16.jpg",Global Industrial,Blue,,in stock,Boost,1000+,[Furniture & Decor] {2},Standard,"&checkmark; Designed for monitors up to 24"", diagonal  &checkmark; Acrylic window with 20 ga powder coat steel frame  &checkmark; Locking keyboard drawer and front & rear access doors    Ideal for businesses that have to conform to Payment Card Industry (PCI) compliance, the fully assembled, blue Global Industrial Mobile LCD Computer Cabinet is designed to secure CPUs, 24"" flat panel monitors, printers & peripherals to help protect your computer equipment & data from physical hazards, vandalism, and hacks. The cart can also be used on construction sites, in manufacturing & industrial facilities, or for public use. The locking monitor compartment features a break-resistant acrylic window framed in 20-gauge steel and the window is removable to allow the use of touchscreen monitors, and the lower compartment holds printers & peripherals with locking access doors on the front and back. A suite of optional accessories, available separately, allow you to customize the cart to your specific needs. No assembly required. Limited 1-Year Warranty.    Blue powder coat finish is scratch- & corrosion-resistant 24-1/2""W x 13""D sloped writing surface for comfort Two 11""W x 9""D organization compartments hold small items & papers Keyed-lock slide-out keyboard tray Height adjustable printer shelf extends fully on steel ball bearing slides Lower compartment has locking front and rear doors Cable management openings secure cables & wires Louvered rear panels to regulate heat Four 5"" swivel casters, two locking  24""W x 9""D x 19-1/4""H upper compartment; 20-3/4""W x 21""D x 23-1/4""H lower compartment Optional accessories: Side shelf kit, AC fan kit, Sliding mouse tray, CPU side cabinet. Side shelf and CPU side cabinet cannot be installed on the same side of the computer cabinet",Business & Industrial,707022033947,https://www.globalindustrial.com/p/mobile-security-lcd-computer-cabinet-enclosure-blue-assembled,Steel,239115BLA,62.75 in,"Designed for monitors up to 24"", diagonal,Acrylic window with 20 ga powder coat steel frame,Locking keyboard drawer and front & rear access doors",,Stands & Carts > Computer Stands & Carts > Computer Cabinets > Furniture & Decor,,24.5 in,,"US:259.34 USD:AL:Ground,US:261.45 USD:AR:Ground,US:261.45 USD:AZ:Ground,US:261.45 USD:CA:Ground,US:261.45 USD:CO:Ground,US:253.04 USD:CT:Ground,US:261.45 USD:DC:Ground,US:217.34 USD:DE:Ground,US:261.45 USD:FL:Ground,US:207.89 USD:GA:Ground,US:211.04 USD:HI:Ground,US:224.69 USD:IA:Ground,US:261.45 USD:ID:Ground,US:115.45 USD:IL:Ground,US:146.95 USD:IN:Ground,US:261.45 USD:KS:Ground,US:261.45 USD:KY:Ground,US:261.45 USD:LA:Ground,US:250.94 USD:MA:Ground,US:229.94 USD:MD:Ground,US:261.45 USD:ME:Ground,US:261.45 USD:MI:Ground,US:212.09 USD:MN:Ground,US:261.45 USD:MO:Ground,US:261.45 USD:MS:Ground,US:261.45 USD:MT:Ground,US:243.59 USD:NC:Ground,US:248.84 USD:ND:Ground,US:261.45 USD:NE:Ground,US:261.45 USD:NH:Ground,US:188.99 USD:NJ:Ground,US:261.45 USD:NM:Ground,US:219.44 USD:NV:Ground,US:261.45 USD:NY:Ground,US:244.64 USD:OH:Ground,US:261.44 USD:OK:Ground,US:261.45 USD:OR:Ground,US:219.44 USD:PA:Ground,US:261.45 USD:RI:Ground,US:244.64 USD:SC:Ground,US:248.84 USD:SD:Ground,US:232.04 USD:TN:Ground,US:233.09 USD:TX:Ground,US:261.45 USD:UT:Ground,US:217.34 USD:VA:Ground,US:261.45 USD:VT:Ground,US:261.45 USD:WA:Ground,US:146.99 USD:WI:Ground,US:261.45 USD:WV:Ground,US:261.45 USD:WY:Ground",27 in,LTL,30 in,118.15 lb,29 in,,,
"8' Picnic Table, ADA Compliant, Expanded Metal, Blue Global Industrial",695289BL,899.00 USD,,new,in stock,en,https://images.globalindustrial.com/images/275x275/695289BL.jpg,"https://images.globalindustrial.com/images/500x500/695289BL.jpg,https://images.globalindustrial.com/images/500x500/695289BL_01.jpg,https://images.globalindustrial.com/images/500x500/695289BL_02.jpg,https://images.globalindustrial.com/images/500x500/695289BL_03.jpg,https://images.globalindustrial.com/images/500x500/695289BL_04.jpg,https://images.globalindustrial.com/images/500x500/695289BL_05.jpg,https://images.globalindustrial.com/images/500x500/695289BL_06.jpg,https://images.globalindustrial.com/images/500x500/695289BL_07.jpg,https://images.globalindustrial.com/images/500x500/695289BL_08.jpg,https://images.globalindustrial.com/images/500x500/695289BL_09.jpg",Global Industrial,Blue,,in stock,Boost,1000+,[Furniture & Decor] {3},[Exclusive Brands],"&checkmark; Strong, lightweight expanded metal mesh promotes airflow  &checkmark; Blue thermoplastic coating resists corrosion, fading, & heat accumulation  &checkmark; Includes stainless steel hardware, (16) acorn safety caps, & (8) bag hooks    DESIGNED FOR OUTDOORS:   Ideal for any outdoor setting, including schools, camps, parks, corporate or hospital break areas, and any outdoor environment requiring ADA-compliant seating or dining options. Smooth, glossy thermoplastic exterior coating on the tabletop & benches is UV-resistant to protect from fading, is engineered to withstand summer heat & winter cold, and is thermal-stable to stay comfortable even in direct summer sun.     BUILT TO CARRY THE LOAD:   High weight capacities for the tabletop & benches ensure a safe & comfortable experience with a 900-pound capacity per bench and a 1000-pound weight capacity for the tabletop.     COMFORTABLE SEATING:   This 8' rectangular tabletop can hold all the food & beverages users bring, while two bench seats measure 72"" long x 11-1/2"" wide, allowing multiple adults to easily fit on each bench. Beveled edges and rounded corners ensure a safe, comfortable experience. It features 24"" of clearance at each end to allow wheelchair users easy access, while the bench height measures 16-1/2"" from the ground to make it easy to sit down & stand up. A center hole accepts umbrella poles up to 1-1/2"" in diameter.     RESISTANCE TO THEFT & VANDALISM:  Welded brackets on the frame allow the table to be permanently anchored to concrete, asphalt, and other surfaces to deter theft. The open diamond pattern of the expanded metal makes an unappealing surface for graffiti and paint does not adhere well to the thermoplastic coating, making it easy to clean.    INDUSTRIAL STRENGTH:   Heavy-duty expanded metal mesh seats & tabletop promotes airflow, prevents snow & dust accumulation, and limits standing water. Heavy-gauge galvanized tubular steel frame is finished in a corrosion-resistant black powder coat. Stainless steel hardware won't rust or corrode over time and comes with plastic protective acorn nuts that prevent injuries from rubbing against exposed bolt ends.     Limited 7-Year Warranty",Furniture > Outdoor Furniture,707022033497,https://www.globalindustrial.com/p/96-ada-expanded-metal-picnic-table-blue,Expanded Metal,695289BL,29.5 in,"ADA-compliant with 24 of wheelchair clearance at both ends,Thermoplastic coating on seats and tabletop stays cool in full sun,""Strong, lightweight expanded metal mesh promotes air flow""",96 in,Outdoor Furniture > Outdoor Tables > Picnic Tables > Metal Picnic Tables > Furniture & Decor,180 lb,60 in,,"US:260.39 USD:AL:Ground,US:280.34 USD:AR:Ground,US:268.79 USD:AZ:Ground,US:304.49 USD:CA:Ground,US:328.64 USD:CO:Ground,US:253.04 USD:CT:Ground,US:284.54 USD:DC:Ground,US:230.99 USD:DE:Ground,US:335.95 USD:FL:Ground,US:225.74 USD:GA:Ground,US:218.39 USD:HI:Ground,US:235.19 USD:IA:Ground,US:266.69 USD:ID:Ground,US:188.95 USD:IL:Ground,US:262.45 USD:IN:Ground,US:286.64 USD:KS:Ground,US:284.54 USD:KY:Ground,US:335.95 USD:LA:Ground,US:272.99 USD:MA:Ground,US:238.34 USD:MD:Ground,US:335.95 USD:ME:Ground,US:280.34 USD:MI:Ground,US:228.89 USD:MN:Ground,US:293.99 USD:MO:Ground,US:280.34 USD:MS:Ground,US:335.95 USD:MT:Ground,US:246.74 USD:NC:Ground,US:249.89 USD:ND:Ground,US:335.95 USD:NE:Ground,US:288.74 USD:NH:Ground,US:214.19 USD:NJ:Ground,US:335.95 USD:NM:Ground,US:232.04 USD:NV:Ground,US:303.44 USD:NY:Ground,US:246.74 USD:OH:Ground,US:262.49 USD:OK:Ground,US:335.95 USD:OR:Ground,US:232.04 USD:PA:Ground,US:286.64 USD:RI:Ground,US:247.79 USD:SC:Ground,US:249.89 USD:SD:Ground,US:240.44 USD:TN:Ground,US:240.44 USD:TX:Ground,US:293.99 USD:UT:Ground,US:243.60 USD:VA:Ground,US:286.64 USD:VT:Ground,US:335.95 USD:WA:Ground,US:191.09 USD:WI:Ground,US:301.34 USD:WV:Ground,US:335.95 USD:WY:Ground",5 in,LTL,96 in,175.65 lb,58.5 in,,,
"12"" Portable Blower Fan, 32' Flexible Duct, 2 Speed, 1640 CFM, 3/8 HP, Global Industrial",246432,359.95 USD,,new,in stock,en,https://images.globalindustrial.com/images/275x275/292646-7_Main.jpg,"https://images.globalindustrial.com/images/500x500/292646-7_Main.jpg,https://images.globalindustrial.com/images/500x500/292646-7_01.jpg,https://images.globalindustrial.com/images/500x500/292646-7_02.jpg,https://images.globalindustrial.com/images/500x500/292646-7_03.jpg,https://images.globalindustrial.com/images/500x500/292646-7_04.jpg,https://images.globalindustrial.com/images/500x500/292646-7_05.jpg,https://images.globalindustrial.com/images/500x500/292646-7_06.jpg,https://images.globalindustrial.com/images/500x500/292646-7_07.jpg,https://images.globalindustrial.com/images/500x500/292646-7_08.jpg,https://images.globalindustrial.com/images/500x500/292646-7_09.jpg",Global Industrial,Yellow,,in stock,Boost,1000+,[HVAC & Fans] {3},[Exclusive Brands],"&checkmark; Efficiently moves up to 1640 CFM of air   &checkmark; Includes 32' duct to use as an exhaust fan  &checkmark; 10' long, 3-prong GFCI power cord    Efficiently vent & cool tight spaces like tanks, crawl spaces, and manholes with the 2-speed Global Industrial 12"" Confined Space Blower Fan. This model includes a 32-foot long, 2-ply fire-retardant flexible polyvinyl duct with a quick-connect coupling that converts the fan to an exhaust system. It features a 120V, single-phase, permanently-lubricated motor with seven aluminum alloy fan blades that move up to 1640 CFM of air at 85 dB. A 10-foot long GFCI-protected power cord helps guard users from electrical shock when set up in areas where the fan may come into contact with water. Its durable steel housing & blade guard have a bright, high-visibility yellow finish and a large carry handle for portability. OSHA & UL507-compliant, ETL & cETL listed. Limited 1-Year Warranty.    Two selectable speeds: 1394 & 1640 CFM 3/8 HP, 120V AC, single-phase motor produces 3300 RPM Seven aluminum alloy fan blades with sturdy steel wire guard  3-prong grounded GFCI power cord protects against electrical shock and fires Four rubber feet help minimize vibration & reduce noise No assembly required",Business & Industrial,707022030076,https://www.globalindustrial.com/p/portable-ventilation-fan-12-inch-with-32-feet-flexible-ducting,,246432,,"Efficiently moves up to 1640 CFM of air,Includes 32' duct to use as an exhaust fan,""10' long, 3-prong GFCI power cord"",""Certifications-ETL, cETL Listed, OSHA, UL507""",,Fans & Blowers > Blowers > Confined Space Blowers > HVAC & Fans,44 lb,,,"US:38.84 USD:AL:Ground,US:41.99 USD:AR:Ground,US:38.84 USD:AZ:Ground,US:41.99 USD:CA:Ground,US:41.99 USD:CO:Ground,US:34.64 USD:CT:Ground,US:34.64 USD:DC:Ground,US:34.64 USD:DE:Ground,US:41.99 USD:FL:Ground,US:34.64 USD:GA:Ground,US:188.99 USD:HI:Ground,US:38.84 USD:IA:Ground,US:41.99 USD:ID:Ground,US:26.20 USD:IL:Ground,US:31.45 USD:IN:Ground,US:41.99 USD:KS:Ground,US:38.84 USD:KY:Ground,US:41.99 USD:LA:Ground,US:38.84 USD:MA:Ground,US:34.64 USD:MD:Ground,US:41.99 USD:ME:Ground,US:34.64 USD:MI:Ground,US:38.84 USD:MN:Ground,US:41.99 USD:MO:Ground,US:41.99 USD:MS:Ground,US:41.99 USD:MT:Ground,US:38.84 USD:NC:Ground,US:41.99 USD:ND:Ground,US:41.99 USD:NE:Ground,US:38.84 USD:NH:Ground,US:34.64 USD:NJ:Ground,US:41.99 USD:NM:Ground,US:34.64 USD:NV:Ground,US:34.64 USD:NY:Ground,US:41.99 USD:OH:Ground,US:38.84 USD:OK:Ground,US:41.99 USD:OR:Ground,US:34.64 USD:PA:Ground,US:38.84 USD:RI:Ground,US:34.64 USD:SC:Ground,US:41.99 USD:SD:Ground,US:41.99 USD:TN:Ground,US:38.84 USD:TX:Ground,US:41.99 USD:UT:Ground,US:34.64 USD:VA:Ground,US:41.99 USD:VT:Ground,US:41.99 USD:WA:Ground,US:34.64 USD:WI:Ground,US:41.99 USD:WV:Ground,US:41.99 USD:WY:Ground",15 in,UPS,16 in,39.35 lb,18 in,,,
